model_id,model_label,TO,is_mrp_active,AW2021_CodeA,rs_email,family_label,univers_label,department_label,tier,wpe_reach_target,wpe_4W_qty_ai,wpe_4W_to_ai,num_wpe_reach_target,total_wpe_cnt,wpe_std,wpe_max,wape_reach_target,wape_10W_qty_ai,wape_10W_to_ai,num_wape_reach_target,total_wape_cnt,wape_std,wape_max,start_week,selling_length,ec_tag,aw_seasonality_ratio,aw_seasonality,annual_seasonality_ratio,annual_seasonality
720719,2 STRAPS BACKPACK 25MM*1M,54624.93607620231,True,False,jerry.xiao@decathlon.com,MT BP ACC SECU,HIKING TREKKING,HIKING TREK GEA,Tier_1,False,0.24270874950059929,0.24259671777798092,17.0,52,0.21325276092847892,1.0422535211267605,False,0.4032893531244273,0.40298201036241976,16.0,46.0,0.3456067131895861,1.5478547854785478,201601,>1year,No,0.1639448118862132,Normal,0.4845556432926606,Normal
863879,MH M 120 X8 GREEN,574953.2152639119,False,False,yingzhong.huo@decathlon.com,HIKE BINOCULARS,HIKING TREKKING,HIKING TREK GEA,Tier_1,False,0.33649773623484736,0.33649161051780324,7.0,20,0.28380243355993806,0.9338677354709419,False,0.3716119828815977,0.3715867984084341,7.0,20.0,0.1639950571845742,0.7689369828134945,202004,>1year,No,0.8381386278751428,Seasonal,0.581826757545767,Normal
863881,MH M 120 X8 ORANGE,1023657.3746871115,True,False,yingzhong.huo@decathlon.com,HIKE BINOCULARS,HIKING TREKKING,HIKING TREK GEA,Tier_1,False,0.27980830142947644,0.27980317485335926,21.0,39,0.2730880718303041,0.9727011494252874,False,0.37727518353037315,0.3772565842575209,14.0,33.0,0.19700339889027063,0.9926369075011505,202003,>1year,No,0.4115642620933537,Normal,0.4760212549724456,Normal
863883,MH M 120 X8 BLUE,1280863.3544030737,True,False,yingzhong.huo@decathlon.com,HIKE BINOCULARS,HIKING TREKKING,HIKING TREK GEA,Tier_1,False,0.260228863093768,0.2602246282640232,19.0,50,0.2711260297133207,0.9489247311827957,False,0.3614912098045632,0.3614771506009597,16.0,44.0,0.21070538845450157,0.963963963963964,202003,>1year,No,0.5266501499169275,Normal,0.5541462016682157,Normal
863896,SPORTEE 100 TEST TAILLANT CHINE PINK,1365889.8286878224,True,False,sibyl.wang@decathlon.com,WOMAN TS LEGG,FITNESS WELLNES,FITNESS TRAININ,Tier_3,False,0.3067605517658431,0.3067568881283357,20.0,52,0.23558667164168012,1.1641532327959785,False,0.46944567783630686,0.4694358708547443,16.0,46.0,0.2671364947939279,1.2839237416716143,202007,>1year,No,0.5286314715470685,Normal,0.7704008038018011,Seasonal
863935,*MH120A HAVANA BROWN C2,977467.4342821084,True,False,yingzhong.huo@decathlon.com,AD MH SUNGLASS,HIKING TREKKING,HIKING TREK GEA,Tier_3,False,0.3370253164556962,0.3370210740329717,18.0,52,0.25372316564405095,1.07168458781362,False,0.47234922391449957,0.4723366208555915,12.0,46.0,0.27846569767816876,1.338834450747808,202005,>1year,No,0.728546519514502,Seasonal,0.8207632049928597,Seasonal
863953,*MH500 BLACK C3,919160.4134285833,True,False,yingzhong.huo@decathlon.com,AD MH SUNGLASS,HIKING TREKKING,HIKING TREK GEA,Tier_3,False,0.2066175096661061,0.20661153835339494,25.0,52,0.47403086227096003,2.231132075471698,False,0.2977597712106768,0.29773992487060785,19.0,46.0,0.5435278048774574,2.384787472035794,202003,>1year,No,1.1891336385481446,Seasonal,0.774691774484743,Seasonal
864028,*MH570 BLUE C4,572526.4699267253,False,False,yingzhong.huo@decathlon.com,AD MH SUNGLASS,HIKING TREKKING,HIKING TREK GEA,Tier_3,True,0.1673254281949934,0.16731304500155714,8.0,13,0.2461637168318053,0.8936170212765957,True,0.24720107478728168,0.24716700011644277,9.0,13.0,0.14590355552391887,0.6710182767624021,202004,>1year,No,0.8580437707485314,Seasonal,0.9784922521017501,Seasonal
864029,*MH570 RED P4,1281933.2424244885,True,False,yingzhong.huo@decathlon.com,AD MH SUNGLASS,HIKING TREKKING,HIKING TREK GEA,Tier_3,False,0.2577192766637963,0.25771517598931215,22.0,52,0.37862229631873484,1.9118942731277533,False,0.3919067403770216,0.39189460363094347,11.0,46.0,0.239093482814874,1.2995169082125604,202003,>1year,No,0.5253210796708527,Normal,0.7947354693436188,Seasonal
864036,*MH580 BLUE P4,630108.6611681627,False,False,yingzhong.huo@decathlon.com,AD MH SUNGLASS,HIKING TREKKING,HIKING TREK GEA,Tier_3,False,0.34886307464162136,0.34885635253470104,7.0,25,0.32566325677923896,1.2823529411764707,False,0.3815012781780153,0.38148421365050944,7.0,25.0,0.26612316308634887,1.2912423625254583,202010,>1year,No,0.6230283796066125,Seasonal,0.8511691327755784,Seasonal
